Phone Number,Message,Received
JK-axisbk ,Received,0000 is SECRET OTP for txn of INR 0000.0000 on Axis Bank card XX0000 at DREAMPLUG TECHNOLOGI on 0000-0000-0000 0000:0000:0000. OTP valid for 0000 mins. Please do not share this OTP.
JK-AxisBk ,Received,"Debit
INR 0000.0000
A/c no. XX0000
0000-0000-0000 0000:0000:0000
INB/NEFT/AXIR0000/Mr SANDI/STATE
Bal INR 0000.0000
SMS BLOCKALL Cust ID to 0000, if not you-Axis Bank"
JK-AxisBk ,Received,0000 is SECRET OTP for txn of INR 0000.0000 on Axis Bank card XX0000 at brilliant. on 0000-0000-0000 0000:0000:0000. OTP valid for 0000 mins. Please do not share this OTP.
JK-AxisBk ,Received,"Spent
Card no. XX0000
INR 0000
0000-0000-0000 0000:0000:0000
Urbanclap T
Avl Lmt INR 0000.0000
SMS BLOCK 0000 to 0000, if not you - Axis Bank"
JK-AxisBk ,Received,"Dear Customer, payment of Rs. 0000.0000 towards your Axis Bank Credit Card XXXX0000 has been received on 0000-OCT-0000. Thank You."
JK-AxisBk ,Received,Your Axis Bank Virtual RM Sarita Chandrakant Murukate was unable to reach you on your contact no. You can connect with your RM on 0000 between 0000.0000 AM to 0000.0000 PM on working days
JK-AxisBk ,Received,"Dear Customer, payment of Rs. 0000.0000 towards your Axis Bank Credit Card XXXX0000 has been received on 0000-NOV-0000. Thank You."
JK-AxisBk ,Received,"Dear Customer, payment of Rs. 0000.0000 towards your Axis Bank Credit Card XXXX0000 has been received on 0000-DEC-0000. Thank You."
JK-AxisBk ,Received,"Spent
Card no. XX0000
INR 0000.0000
0000-0000-0000 0000:0000:0000
AXELIA SOLU
Avl Lmt INR 0000.0000
SMS BLOCK 0000 to 0000, if not you - Axis Bank"
JK-AxisBk ,Received,"Dear Customer, payment of Rs. 0000.0000 towards your Axis Bank Credit Card XXXX0000 has been received on 0000-JAN-0000. Thank You."
JK-AxisBk ,Received,"Txn of USD 0000 on Axis Bank Credit Card no. XX0000 on 0000-0000-0000 0000:0000:0000 at GOOGLE*TEMP is reversed. Avl limit ( INR): 0000. Call 0000, if txn not done by you - Axis Bank"
JK-AxisBk ,Received,Thank you for the confirmation. We have unblocked your Axis Bank Credit Card No. XX0000. Experience a safe banking journey with us.
JK-AxisBk ,Received,"Dear Customer, payment of Rs. 0000.0000 towards your Axis Bank Credit Card XXXX0000 has been received on 0000-MAR-0000. Thank You."
JK-AxisBk ,Received,"Dear Customer, payment of Rs. 0000.0000 towards your Axis Bank Credit Card XXXX0000 has been received on 0000-APR-0000. Thank You."
JK-AxisBk ,Received,"Debit
INR 0000.0000
A/c no. XX0000
0000-0000-0000 0000:0000:0000
UPI/P0000M/0000/zeptonow/ICICI Ban/
SMS BLOCKUPI Cust ID to 0000, if not you - Axis Bank"
JK-AxisBk ,Received,0000 is SECRET OTP for txn of INR 0000.0000 on Axis Bank card XX0000 at ZETPONOW   on 0000-0000-0000 0000:0000:0000. OTP valid for 0000 mins. Please do not share this OTP.
JK-AxisBk ,Received,"Debit
INR 0000.0000
A/c no. XX0000
0000-0000-0000 0000:0000:0000
UPI/P0000M/0000/ZEPTO/HDFC BANK/pai
SMS BLOCKUPI Cust ID to 0000, if not you - Axis Bank"
JK-AxisBk ,Received,"Debit
INR 0000.0000
A/c no. XX0000
0000-0000-0000 0000:0000:0000
UPI/P0000M/0000/ASHOK GAN/Paytm Pay
SMS BLOCKUPI Cust ID to 0000, if not you - Axis Bank"
JK-AxisBk ,Received,Your UPI mandate has been successfully revoked towards GOOGLE INDIA DIGITAL SERVICES PVT LTD for INR 0000.0000 - Axis Bank
JK-AxisBk ,Received,"Spent
Card no. XX0000
INR 0000
0000-0000-0000 0000:0000:0000
ZOMATO
Avl Lmt INR 0000
SMS BLOCK 0000 to 0000, if not you - Axis Bank"
JK-AxisBk ,Received,"Debit
INR 0000.0000
A/c no. XX0000
0000-0000-0000 0000:0000:0000
UPI/P0000M/0000/GOOGLE IN/Axis Bank
SMS BLOCKUPI Cust ID to 0000, if not you - Axis Bank"
JK-AxisBk ,Received,"Uengage has requested money from you on the Amazon App. On approving the request, INR 0000.0000 will be debited from your A/c. https://www.amazon.in/pndtxns - Axis Bank"
JK-BAJAJF ,Received,"Just few Steps away from your Bajaj Finance Insta EMI Card.Enjoy No Cost EMI upto 0000 months with limit upto Rs.0000lacs, Get it now 
http://m.BajFin.in/T-SVY0000nY"
JK-DITTOH ,Received,Thank you for signing up for HDFC Ergo - Energy Silver health insurance via Ditto. You can continue your application here - https://bit.ly/0000nWgEoJ
JK-EUREKA ,Received,"Dear Customer, Please help us by giving feedback on your Eureka Forbes service experience. It'll take only seconds. Click https://ltms.in/SJeJnXftNh?n"
JK-EUREKA ,Received,"Dear Customer, Eureka Forbes sincerely urge you to share your feedback to help us improve, click to start https://ltms.in/SyBoqOvqVn?n"
JK-EUREKA ,Received,"Dear Customer, Eureka Forbes sincerely urge you to share your feedback to help us improve, click to start https://ltms.in/BJnRquvcN0000?n"
JK-FRLNCO ,Received,"<#>OTP is 0000 for your mobile verification with Furlenco. This OTP is valid till 0000:0000 PM - 0000 Sep 0000. Please do not share OTP with anyone - FURLENCO
KctB0000uryBXM"
JK-GDASND ,Received,"Final opportunity to avail Grand Launch Rewards upto 0000 Lakhs* at Godrej Ascend,Kolshet Rd,Thane
0000,0000&0000 BHK starting Rs.0000 L*
P0000
Call: 0000
GDASND"
JK-HASURA ,Received,"Dear SANDIPAN DUTTA, We are unable to reach you for your Tele Medical assessment for your health application no. 0000. Pls provide your preferred date & time for the call by clicking on https://www.healthassure.in/TestScheduler/TeleRecallLink?ProposerId=NDRL0000tmH0000IJmIqj0000nVFxLw==&Flag=Y and complete the assessment by answering our call from 0000-0000XX. Regards HealthAssure on behalf of HDFC ERGO General Insurance Ltd. - HealthAssure"
JK-HDFCBK ,Received,"Dear Customer , Don't leave money behind! Your PayZapp wallet balance is Rs.0000.0000 as of 0000/0000/0000. To utilise, Upgrade to HDFC Bank new PayZapp hdfcbk.io/k/UwRLQ0000MxSpi . T&C apply"
JK-ICICIB ,Received,"Dear Customer, a cooling period limit of Rs. 0000,0000 is applicable for the first 0000 hours. A UPI PIN is used for payments. Money gets deducted if the UPI PIN is used. Never share UPI PIN, CVV & OTP with anyone-ICICI Bank."
JK-ICPRTY ,Received,"Mantra Monsoon offer save upto 0000 lacs on 0000BHK in Upper Koregaon Park at Mantra Mirari start@0000.0000Cr. Pay 0000 % now, No PRE EMI for 0000year Call 0000 ICPRTY"
JK-IRCTCi ,Received,"OTP for account recovery of User Name **utta0000 is 0000. If it is not done by you, please contact IRCTC Care.-IRCTC"
JK-JIOENG ,Received,"Dear User,

you've got EYEMYEYE FREE Eyeglasses & Sunglasses on Play and Win. Use code JINKQ0000G0000Z0000S0000W0000 on https://t.jio/winnings-eme0000 T&C.

Team Jio"
JK-JIOENG ,Received,"Dear User,

you've got 0000% OFF on StockEdge Premium on Specials. Use code FA0000FE0000B on https://t.jio/winnings-SE T&C.

Team Jio"
JK-JIOENG ,Received,"Dear User,

you've got WOW Flat 0000% OFF on all products on Specials. Use code WJIOJULY0000DIPSLQIQ0000 on https://t.jio/winnings-WOW0000 T&C.

Team Jio"
JK-JIOENG ,Received,"Dear User,

you've got 0000% instant cash upto Rs.0000 from RummyCircle on Specials. Use code JIORC0000KHIR on https://t.jio/winnings-RC0000 T&C.

Team Jio"
JK-JIOENG ,Received,"Dear User,

you've got FREE up to Rs 0000,0000 Bonus CASH on Gamezy Rummy on Specials. Use code JIO0000TEN on https://t.jio/winnings-GZR0000K0000 T&C.

Team Jio"
JK-JIOENG ,Received,"Dear User,

you've got Flat 0000% OFF up to Rs 0000 from Dominos on Specials. Use code DOMJIO0000 on https://t.jio/winnings-domi T&C.

Team Jio"
JK-JIOENG ,Received,"Dear User,

you've got up to Rs.0000 Welcome Bonus from A0000 Rummy on Specials. Use code WELCOME0000 on https://t.jio/winnings-A0000-AM T&C.

Team Jio"
JK-JIOENG ,Received,"Dear User,
 
Youve earned Flat Rs 0000 Bonus on My0000Circle on Specials. 
Click on https://t.jio/winnings-MY0000CS to claim your coupon! T&C

Team JioCoupon"
JK-JIOENG ,Received,"Dear User,
 
Youve earned up to Rs.0000 Welcome Bonus from A0000 Rummy on JioEngage. 
Click on https://t.jio/winnings-A0000NOV to claim your coupon! T&C

Team JioCoupon"
JK-JIOENG ,Received,"Dear User,
 
Youve earned The Moms Co Choose any product at Rs.0000 on Jackpot Slot Machine. 
Click on https://t.jio/winnings-TMC to claim your coupon! T&C

Team JioCoupon"
JK-JIOENG ,Received,"Dear User,
 
Youve earned My0000Circle Flat 0000 bonus cash on Jackpot Slot Machine. 
Click on https://t.jio/winnings-MYIPL0000K to claim your coupon! T&C

Team JioCoupon"
JK-JIOENG ,Received,"Dear User,
 
Youve earned Junglee Rummy Get 0000% Bonus up to Rs 0000 on Scratch Card. 
Click on https://t.jio/winnings-JUNFEB to claim your coupon! T&C

Team JioCoupon"
JK-JIOENG ,Received,"Dear User,
 
Youve earned Fastrack Flat 0000% off on Sunglasses and Spectacles on Scratch Card. 
Click on https://t.jio/winnings-FAS0000 to claim your coupon! T&C

Team JioCoupon"
JK-JIOENG ,Received,"Dear User,
 
Youve earned RummyCircle Flat Rs. 0000* Welcome Bonus on Scratch Card. 
Click on https://t.jio/winnings-RUM0000CO to claim your coupon! T&C

Team JioCoupon"
JK-JIOENG ,Received,"Dear User,
 
Youve earned Times Prime Flat 0000% Off on Jackpot Slot Machine. 
Click on https://t.jio/winnings-TIMES to claim your coupon! T&C

Team JioCoupon"
JK-JIOJCN ,Received,"Dear User,

Youve earned Junglee Rummy Get 0000% Bonus up to Rs 0000 on Specials. Click on https://t.jio/winnings-JUNFEB to claim your coupon! T&C

Team JioCoupon"
JK-JIOPAY ,Received,"We have received your payment of Rs. 0000.0000 made via Others for your Jio Number 0000 on 0000-Dec-0000. To manage your account with MyJio app, click www.jio.com/GetMyJio"
JK-JLERMY ,Received,"Dear 0000XX, 
Prize Pool- Rs. Rs. 0000,0000,0000,0000 (0000 Crore)
Rs.0000 welcome bonus.
Diwali Tournaments on Junglee Rummy!
Win Now: https://0000.gmg.im/PyY0000X"
JK-PHEASY ,Received,PharmEasy technician SUHAS SITARAM VADAYE (0000) is on the way to your location to collect the lab test samples
JK-SBIUPI ,Received,"Dear SBI User, your A/c X0000-debited by Rs0000.0000 on 0000Jun0000 transfer to MURTUJA  NABISAB Ref No 0000. If not done by u, fwd this SMS to 0000/Call 0000 or 0000 to block UPI -SBI"
JK-SBIUPI ,Received,"Dear SBI User, your A/c X0000-debited by Rs0000.0000 on 0000Jun0000 transfer to Wikimedia Ref No 0000. If not done by u, fwd this SMS to 0000/Call 0000 or 0000 to block UPI -SBI"
JK-SBIUPI ,Received,"Dear SBI User, your A/c X0000-debited by Rs0000.0000 on 0000Jun0000 transfer to Quikr India Pvt Ref No 0000. If not done by u, fwd this SMS to 0000/Call 0000 or 0000 to block UPI -SBI"
JK-SBIUPI ,Received,"Dear SBI User, your A/c X0000-debited by Rs0000.0000 on 0000Jun0000 transfer to Adore Hair And Ref No 0000. If not done by u, fwd this SMS to 0000/Call 0000 or 0000 to block UPI -SBI"
JK-SBIUPI ,Received,"Dear SBI User, your A/c X0000-debited by Rs0000.0000 on 0000Jun0000 transfer to Swiggy Ref No 0000. If not done by u, fwd this SMS to 0000/Call 0000 or 0000 to block UPI -SBI"
JK-SBIUPI ,Received,"Dear SBI User, your A/c X0000-debited by Rs0000.0000 on 0000Jul0000 transfer to Baithak Ref No 0000. If not done by u, fwd this SMS to 0000/Call 0000 or 0000 to block UPI -SBI"
JK-SBIUPI ,Received,"Dear SBI User, your A/c X0000-debited by Rs0000.0000 on 0000Jul0000 transfer to HITEC GALLERY Ref No 0000. If not done by u, fwd this SMS to 0000/Call 0000 or 0000 to block UPI -SBI"
JK-SBIUPI ,Received,"Dear SBI User, your A/c X0000-debited by Rs0000.0000 on 0000Sep0000 transfer to WASHIF Ref No 0000. If not done by u, fwd this SMS to 0000/Call 0000 or 0000 to block UPI -SBI"
JK-SBIUPI ,Received,"Dear SBI User, your A/c X0000-debited by Rs0000.0000 on 0000Sep0000 transfer to DYANU N SAVANE Ref No 0000. If not done by u, fwd this SMS to 0000/Call 0000 or 0000 to block UPI -SBI"
JK-SBIUPI ,Received,"Dear SBI UPI User, ur A/c X0000 credited with Rs0000.0000 on 0000Sep0000 against reversal of txn (Ref no 0000)"
JK-SBIUPI ,Received,"Dear SBI User, your A/c X0000-debited by Rs0000.0000 on 0000Sep0000 transfer to palnagendra0000-0000@ok Ref No 0000. If not done by u, fwd this SMS to 0000/Call 0000 or 0000 to block UPI -SBI"
JK-SBIUPI ,Received,"Dear SBI User, your A/c X0000-debited by Rs0000.0000 on 0000Sep0000 transfer to S R INTERIOR Ref No 0000. If not done by u, fwd this SMS to 0000/Call 0000 or 0000 to block UPI -SBI"
JK-SBIUPI ,Received,"Dear SBI User, your A/c X0000-debited by Rs0000.0000 on 0000Sep0000 transfer to SURESH MARUTI Ref No 0000. If not done by u, fwd this SMS to 0000/Call 0000 or 0000 to block UPI -SBI"
JK-SBIUPI ,Received,"Dear SBI User, your A/c X0000-debited by Rs0000.0000 on 0000Mar0000 transfer to zeptonow Ref No 0000. If not done by u, fwd this SMS to 0000/Call 0000 or 0000 to block UPI -SBI"
JK-SBIUPI ,Received,"Dear SBI User, your A/c X0000-debited by Rs0000.0000 on 0000Mar0000 transfer to Shreeji dry fruit Ref No 0000. If not done by u, fwd this SMS to 0000/Call 0000 or 0000 to block UPI -SBI"
JK-SBIUPI ,Received,"Dear SBI User, your A/c X0000-debited by Rs0000.0000 on 0000May0000 transfer to Jio Postpaid Ref No 0000. If not done by u, fwd this SMS to 0000/Call 0000 or 0000 to block UPI -SBI"
JK-SBYONO ,Received,"Dear Customer, You have entered incorrect MPIN twice and are left with 0000 more attempt. Team YONO SBI"
JK-YESBNK ,Received,"INR 0000.0000 Debited to Ac XXXXXXXXXXX0000 on 0000-OCT-0000 0000:0000:0000-PCA:0000:0000:ZOMATO                 NEW DELHI     IND0000-OCT-0000 0000:0000:0000  Tot Avbl Bal-INR 0000,0000.0000 on 0000-OCT-0000 0000:0000:0000.In case you have not done this transaction, SMS BLKDC <Space><Cust ID> <Space><Last 0000 digit of Debit Card number> to 0000 from your registered mobile number to block your card. Warm Regards, YES Bank"
JK-YESBNK ,Received,"Rs 0000.0000 Debited to Ac XX0000 on 0000-NOV 0000:0000-UPI/0000/From:sandipanarnab@okaxis/To:paytmqr0000hohr0000uwmeu@paytm/UPI Tot Avbl Bal-Rs 0000,0000.0000 on 0000-Nov 0000:0000. In case you have not done this transaction, SMS BLKMB <Space><Cust ID> to 0000 from your registered mobile number to block Mobile Banking. Warm Regards, YES Bank."
JK-YESBNK ,Received,"Rs 0000.0000 Debited to Ac XX0000 on 0000-DEC 0000:0000-UPI/0000/From:sandipanarnab-0000@okicici/To:paytmqr0000d0000p0000ai0000xdl@paytm/UPI Tot Avbl Bal-Rs 0000,0000.0000 on 0000-Dec 0000:0000. In case you have not done this transaction, SMS BLKMB <Space><Cust ID> to 0000 from your registered mobile number to block Mobile Banking. Warm Regards, YES Bank."
JK-YESBNK ,Received,"Rs 0000.0000 Debited to Ac XX0000 on 0000-DEC 0000:0000-UPI/0000/From:sandipanarnab@okaxis/To:paytmqr0000wybkab0000ruf@paytm/UPI Tot Avbl Bal-Rs 0000,0000.0000 on 0000-Dec 0000:0000. In case you have not done this transaction, SMS BLKRNB <Space><Cust ID or LoginID> to 0000 from your registered mobile number to block Retail NetBanking and YES Robot services. Warm Regards, YES Bank."
JK-YESBNK ,Received,"Rs 0000.0000 Debited to Ac XX0000 on 0000-DEC 0000:0000-UPI/0000/From:sandipanarnab@okaxis/To:paytmqr0000dim0000rrqy0000sl@paytm/UPI Tot Avbl Bal-Rs 0000,0000.0000 on 0000-Dec 0000:0000. In case you have not done this transaction, SMS BLKRNB <Space><Cust ID or LoginID> to 0000 from your registered mobile number to block Retail NetBanking and YES Robot services. Warm Regards, YES Bank."
JK-YESBNK ,Received,"Rs 0000.0000 debited from YES BANK Acc XX0000 on 0000-DEC 0000:0000-UPI/0000/From:sandipanarnab-0000@okicici/To:paytmqr0000nycxm0000em0000bh0000@paytm/UPI. Avl bal-Rs 0000,0000.0000. Not You? Click yesbank.in/fraud"
JK-YESBNK ,Received,"Rs 0000.0000 debited from YES BANK Acc XX0000 on 0000-DEC 0000:0000-UPI/0000/From:sandipanarnab-0000@okicici/To:q0000@ybl/UPI. Avl bal-Rs 0000,0000.0000. Not You? Click yesbank.in/fraud"
JK-YESBNK ,Received,"INR 0000.0000 Debited to Ac XXXXXXXXXXX0000 on 0000-JAN-0000 0000:0000:0000-PCA:0000:ZOMATO0000:ZOMATO LTD             JAIPUR        IND0000-JAN-0000 0000:0000:0000  Tot Avbl Bal-INR 0000,0000.0000 on 0000-JAN-0000 0000:0000:0000.In case you have not done this transaction, SMS BLKDC <Space><Cust ID> <Space><Last 0000 digit of Debit Card number> to 0000 from your registered mobile number to block your card. Warm Regards, YES Bank"
JK-YESBNK ,Received,"Rs 0000.0000 debited from YES BANK Acc XX0000 on 0000-JAN 0000:0000-UPI/0000/From:sandipanarnab@okaxis/To:paytmqr0000sf0000yvckz0000hj@paytm/UPI. Avl bal-Rs 0000,0000.0000. Not You? Click yesbank.in/fraud"
JK-YESBNK ,Received,"INR 0000.0000 Debited to Ac XXXXXXXXXXX0000 on 0000-FEB-0000 0000:0000:0000-PCA:0000:AMAZON:AMAZON                 MUMBAI        IND0000-FEB-0000 0000:0000:0000  Tot Avbl Bal-INR 0000,0000.0000 on 0000-FEB-0000 0000:0000:0000.In case you have not done this transaction, SMS BLKDC <Space><Cust ID> <Space><Last 0000 digit of Debit Card number> to 0000 from your registered mobile number to block your card. Warm Regards, YES Bank"
JK-YESBNK ,Received,"INR 0000.0000 Debited to Ac XXXXXXXXXXX0000 on 0000-FEB-0000 0000:0000:0000-PCA:0000:MUWZSFHW0000RSW0000OO:RAPIDAPI               +0000  CA0000-FEB-0000 0000:0000:0000  Tot Avbl Bal-INR 0000,0000.0000 on 0000-FEB-0000 0000:0000:0000.In case you have not done this transaction, SMS BLKDC <Space><Cust ID> <Space><Last 0000 digit of Debit Card number> to 0000 from your registered mobile number to block your card. Warm Regards, YES Bank"
JK-YESBNK ,Received,"Rs 0000.0000 debited from YES BANK Acc XX0000 on 0000-FEB 0000:0000-UPI/0000/From:0000@paytm/To:add-money@paytm/Oid0000@Paytm Add Money. Avl bal-Rs 0000,0000.0000. Not You? Click yesbank.in/fraud"
JK-YESBNK ,Received,"Rs 0000.0000 debited from YES BANK Acc XX0000 on 0000-MAR 0000:0000-UPI/0000/From:sandipanarnab@okaxis/To:paytmqr0000ij0000zzihgc0000@paytm/UPI. Avl bal-Rs 0000,0000.0000. Not You? Click yesbank.in/fraud"
JK-YESBNK ,Received,"Rs 0000.0000 debited from YES BANK Acc XX0000 on 0000-APR 0000:0000-UPI/0000/From:sandipanarnab@okaxis/To:amazonsellerservices.0000@hdfcbank/UPI. Avl bal-Rs 0000,0000.0000. Not You? Click yesbank.in/fraud"
JM-ARTRAV ,Received,"PASSPORT & DL Services
RENEWAL/FRESH/LOST/OR ANY OBJECTION
CALL US 0000
A R TRAVELS"
JM-AxisBk ,Received,"Your NEFT Txn. with Ref. No AXMB0000 for Rs. 0000 has been credited to Beneficiary : SANDIPAN DUTTA on June 0000,0000 at 0000:0000:0000  Hrs."
JM-AxisBk ,Received,INR 0000.0000 credited to A/c no. XX0000 on 0000-0000-0000 at 0000:0000:0000 IST. Info- VIBGYOR HIGH RU/. Avl Bal- INR 0000.0000 - Axis Bank
JM-AxisBk ,Received,"Dear Customer, payment of Rs. 0000 towards your Axis Bank Credit Card XXXX0000 has been received on 0000-JUN-0000. Thank You."
JM-AxisBk ,Received,"E-statement of your Axis Bank Credit Card no. XX0000 has been generated. Total Amount Due INR 0000.0000, Minimum Amount Due INR 0000, Due date 0000-AUG-0000. Click https://cc.axisbank.co.in/eGufw-pbz to view/download."
JM-AxisBK ,Received,Auto Pay facility is successfully activated on your Axis Bank Card no. XX0000 for INR 0000.0000 from Amazon & initial amt of INR 0000.0000 has been debited. Amazon can initiate subsequent transactions for a max amt of INR 0000.0000. You will receive notification with the txn amt prior to any subsequent debits initiated by Amazon. Manage Auto Pay with ID W0000TxCsuVGi via https://www.sihub.in/managesi/axisbank. T&C apply.
JM-AXISBK ,Received,Transaction on Axis Bank Credit Card no. XX0000 has been declined due to security reasons. Please call 0000 for details - Axis Bank
JM-AxisBK ,Received,Share your experience of using Axis Bank credit card. Click https://cx.axisbank.co.in/AXISBANK-0000-A0000C0000&c=0000&n=0000
JM-AXISBK ,Received,"Payment of INR 0000.0000 for Amazon will be auto debited via Axis Bank Card no. XX0000 by 0000-0000-0000. To deactivate Auto Pay facility against ID W0000TxCsuVGi, please log into https://www.sihub.in/managesi/axisbank . T&C apply."
JM-AxisBK ,Received,Auto Pay facility is successfully activated on your Axis Bank Card no. XX0000 for INR 0000.0000 from Amazon & initial amt of INR 0000.0000 has been debited. Amazon can initiate subsequent transactions for a max amt of INR 0000.0000. You will receive notification with the txn amt prior to any subsequent debits initiated by Amazon. Manage Auto Pay with ID W0000aqqtR0000f via https://www.sihub.in/managesi/axisbank. T&C apply.
JM-AxisBK ,Received,Auto Pay facility is successfully activated on your Axis Bank Card no. XX0000 for INR 0000.0000 from Discovery & initial amt of INR 0000.0000 has been debited. Discovery can initiate subsequent transactions for a max amt of INR 0000.0000. You will receive notification with the txn amt prior to any subsequent debits initiated by Discovery. Manage Auto Pay with ID W0000JODXu0000zY via https://www.sihub.in/managesi/axisbank. T&C apply.
JM-AXISBK ,Received,Share your experience of using Axis Bank credit card. Click https://cx.axisbank.co.in/AXISBANK-0000-0000&c=0000&n=0000
JM-AxisBK ,Received,Auto Pay facility is successfully activated on your Axis Bank Card no. XX0000 for INR 0000.0000 from HOTSTAR & initial amt of INR 0000.0000 has been debited. HOTSTAR can initiate subsequent transactions for a max amt of INR 0000.0000. You will receive notification with the txn amt prior to any subsequent debits initiated by HOTSTAR. Manage Auto Pay with ID WBUC0000g0000n0000P via https://www.sihub.in/managesi/axisbank. T&C apply.
JM-AxisBK ,Received,"Spent
Card no. XX0000
INR 0000.0000
0000-0000-0000 0000:0000:0000
NOBROKER TE
Avl Lmt INR 0000.0000
SMS BLOCK 0000 to 0000, if not you - Axis Bank"
JM-AxisBK ,Received,You have initiated the process of adding A/c No. XX0000 to your UPI app - Axis Bank
JM-AxisBK ,Received,"Spent
Card no. XX0000
INR 0000.0000
0000-0000-0000 0000:0000:0000
PAYTM PAYME
Avl Lmt INR 0000.0000
SMS BLOCK 0000 to 0000, if not you - Axis Bank"
JM-AxisBK ,Received,Your Axis Bank Credit Card XX0000 statement of INR 0000.0000 with due date 0000-Feb-0000 is generated. Click here  https://www.axisbank.com/ccpaynow to view the transaction details. Min Amt due INR 0000.
JM-AXISBK ,Received,"Jio Platforms Limited has requested money from you on the Amazon App. On approving the request, INR 0000.0000 will be debited from your A/c. https://www.amazon.in/pndtxns - Axis Bank"
JM-AXISBK ,Received,"Debit
INR 0000.0000
A/c no. XX0000
0000-0000-0000 0000:0000:0000
UPI/P0000M/0000/Google Pl/Axis Bank
SMS BLOCKUPI Cust ID to 0000, if not you - Axis Bank"
JM-AXISBK ,Received,"Debit
INR 0000.0000
A/c no. XX0000
0000-0000-0000 0000:0000:0000
UPI/P0000M/0000/JioMartGr/Paytm Pay
SMS BLOCKUPI Cust ID to 0000, if not you - Axis Bank"
JM-AXISBK ,Received,"Spent on
Axis Bank Credit Card no. XX0000
INR 0000.0000
On 0000-0000-0000 0000:0000:0000 IST
At GOOGLE *Lil
Available limit: INR 0000.0000
SMS BLOCK (Last 0000 digits of Card) to 0000, if not you
- Axis Bank"
JM-AXISBK ,Received,"Debit
INR 0000.0000
A/c no. XX0000
0000-0000-0000 0000:0000:0000
UPI/P0000M/0000/SOMANI HE/Paytm Pay
SMS BLOCKUPI Cust ID to 0000, if not you - Axis Bank"
JM-AXISBK ,Received,"Spent
Card no. XX0000
INR 0000.0000
0000-0000-0000 0000:0000:0000
PHARMEASY C
Avl Lmt INR 0000.0000
SMS BLOCK 0000 to 0000, if not you - Axis Bank"
JM-AXISBK ,Received,"Payment of INR 0000.0000 for Discovery will be auto debited via Axis Bank Card no. XX0000 by 0000-0000-0000. To deactivate Auto Pay facility against ID W0000JODXu0000zY, please log into https://ccm.axbk.in/s/OTRNp0000Zt
TnC apply."
JM-BBDALY ,Received,"Dear Customer, Get Rs.0000 cashback on min. recharge of Rs.0000 today on bbdaily. Valid till 0000th Oct 0000 &amp; get cashback within 0000hours. gpsh.in/N0000fIVnrRpKS"
JM-BBDALY ,Received,"Dear Customer, Get Rs.0000 cashback on min. recharge of Rs.0000 today on bbdaily. Valid till 0000th Oct 0000 & get cashback within 0000hours. gpsh.in/x0000egIXXmSc"
JM-BBDALY ,Received,"Dear Customer, Get Rs.0000 cashback on min. recharge of Rs.0000 today on bbdaily. Valid till 0000st Oct 0000 & get cashback within 0000hours. gpsh.in/q0000EfEtzYg0000s"
JM-BBDALY ,Received,"Deal of the day! Get Bauli Savoriz Puffed Roll 0000pc at Rs.0000. Hurry! Offer for limited hours. Only at bbdaily.
Shop now:gpsh.in/FqlvNPuWLXf"
JM-BBDALY ,Received,"Deal of the day! Get Bauli Savoriz Puffed Roll 0000pc at Rs.0000. Hurry! Offer for limited hours. Only at bbdaily.
Shop now:gpsh.in/KKqbQQOcmUa"
JM-BBDALY ,Received,"Dear Customer, Get 0000 days free milk! Use code: R0000MILK & subscribe for any 0000ml fresh milk packets on bbdaily. T&C apply. Valid till 0000th Jan 0000. gpsh.in/dDKBWo0000Mz0000"
JM-BBDALY ,Received,"Deal of the day! Get Bauli Savoriz Puffed Roll 0000pc at Rs.0000. Hurry! Offer for limited hours. Only at bbdaily.
Shop now:gpsh.in/kiyumZ0000jnM0000"
JM-BBDALY ,Received,"Deal of the day! Get Bauli Savoriz Puffed Roll 0000pc at Rs.0000. Hurry! Offer for limited hours. Only at bbdaily.
Shop now:gpsh.in/cVH0000q0000U0000KDk"
JM-BBDALY ,Received,"Deal of the day! Get Bauli Savoriz Puffed Roll 0000pc at Rs.0000. Hurry! Offer for limited hours. Only at bbdaily.
Shop now:gpsh.in/R0000zd0000usWdUI"
JM-BBDALY ,Received,"Dear Customer, Get 0000 days free milk! Use code: R0000MILK & subscribe for any 0000ml fresh milk packets on bbdaily. T&C apply. Valid till 0000th Feb 0000. gpsh.in/bIlKYiJny0000l"
JM-BBDALY ,Received,"Deal of the day! Get Bauli Savoriz Puffed Roll 0000pc at Rs.0000. Hurry! Offer for limited hours. Only at bbdaily.
Shop now:gpsh.in/fTtNcKnXoNx"
JM-BBDALY ,Received,"Deal of the day! Get Bauli Savoriz Puffed Roll 0000pc at Rs.0000. Hurry! Offer for limited hours. Only at bbdaily.
Shop now:gpsh.in/dH0000Leh0000lH"
JM-BIGBKT ,Received,"Dear bigbasketeer, we miss your bigbasket orders. We have assigned you flat Rs 0000 off on your bbnow order. Now get essentials in just 0000-0000 mins! Know more https://u0000.mnge.co/pvkxjRr"
JM-BIGBKT ,Received,"Hi bigbasketeer, Pay Very, Very Less. bigbasket has launched bb Supersaver - wholesale prices, home delivered. Update your app and shop now https://u0000.mnge.co/E0000GBxx0000"
JM-BIGBKT ,Received,"Dear bigbasketeer, Ariel, Surf Excel, Tide and Wheel detergents at Lowest Price on bb Supersaver! Save a min of Rs.0000 on your order. Update the bigbasket app to use Supersaver. https://u0000.mnge.co/kEK0000pQY"
